14792,0,0
10699792,0,0
21143854,0,1
31608906,0,0
42176510,1,1
52557500,0,0
63354219,2,1
73877448,1,1
84881771,1,1
95447396,2,2
105770000,2,2
116292500,2,2
126596094,2,2
136962448,2,2
147366302,3,2
158258021,2,3
168679323,4,3
179244792,2,2
189532396,3,3
199823073,4,3
210405208,3,3
220724427,4,3
231384583,2,3
241905312,5,4
252330417,3,3
263068958,5,5
273522187,3,2
283979739,5,5
294414844,4,4
304795937,4,3
315227187,5,5
325639948,4,3
336056354,4,4
346606666,6,6
357301146,4,4
367613750,6,5
378048281,6,5
388364635,4,4
398679844,6,5
409265260,6,5
419659791,4,4
430330677,4,4
440852604,7,7
451509739,7,6
462316406,4,4
472923125,7,6
483528229,6,6
494328646,5,4
504919791,7,7
515531771,7,6
526344896,5,5
536937396,7,6
547338854,7,7
558137552,5,4
568753229,7,7
579390260,8,7
590171510,5,5
600697291,7,7
611225521,8,7
621598021,5,4
632124687,7,7
642612239,6,5
653157448,8,8
663789323,7,7
674429635,6,5
685095625,8,7
695759948,8,8
706445052,5,4
717086302,9,8
727505885,8,8
738335937,6,5
749133906,8,8
759867916,6,5
770590573,9,9
781275677,10,8
791908750,5,5
802611302,8,8
813244739,9,8
823996406,6,5
834518437,7,7
845151250,9,8
855630156,7,7
866304531,9,8
876802708,9,8
887302968,6,6
897841510,9,8
908355364,6,6
919453437,9,8
930180000,10,9
940861458,6,5
951496041,9,8
962348385,10,9
972994270,9,9
983649062,7,6
994331614,7,7
1004969895,9,8
1015623593,9,9
1026267343,7,6
1036903177,10,9
1047363750,9,9
1057993697,7,5
1068507968,9,9
1078904635,10,9
1089860312,4,4
1100601562,12,11
1111314270,10,9
1121796875,6,5
1132358125,10,9
1142897031,10,10
1153569374,6,6
1164082083,10,9
1174805104,7,6
1185495989,7,6
1196443802,13,12
1207165833,10,9
1218089999,8,8
1228783906,10,9
1239482135,8,7
1250256822,7,7
1260944114,12,11
1271587239,7,6
1282313020,11,10
1293003697,7,6
1303625520,10,9
1314235729,10,9
1324837552,7,7
1335557552,7,6
1346234322,12,11
1356877239,7,7
1367382291,10,8
1377926614,10,10
1388484010,10,9
1399078854,7,6
1409624531,11,10
1420153749,10,9
1431012135,7,7
1441476718,11,9
1451860416,10,10
1462365156,8,6
1472876510,10,9
1483543333,9,9
1494333385,8,7
1505343333,11,10
1515755260,7,6
1526148489,11,10
1536851510,10,10
1547366406,7,6
1557906301,11,10
1568377604,11,9
1578825468,7,7
1589403072,11,9
1599916249,7,7
1610436093,12,11
1620774374,8,7
1631264270,10,9
1641737656,11,10
1652374531,7,6
1662797239,11,10
1673296562,7,6
1683624166,11,11
1694166093,7,10
1704845416,11,6
1715551197,11,10
1725959635,4,3
1736638228,14,13
1747321249,11,10
1758036770,11,9
1768458281,7,7
1779333385,11,10
1790012291,11,10
1800498385,7,6
1811265208,11,10
1821733333,7,6
1832136926,11,10
1842547812,9,8
1855326978,8,7
1865942812,16,15
1876602187,8,6
1887097395,11,10
1897595676,7,7
1908284895,13,11
1918766301,7,7
1929483228,11,10
1940176197,12,10
1950812135,7,7
1961503853,11,10
1972166093,8,7
1982956145,13,11
1993634791,7,6
2004249843,11,11
2014912447,11,9
2025615312,10,9
2036196457,8,7
2046788020,12,11
2057434687,8,7
2067971093,11,10
2078613385,11,10
2089471093,7,7
2100199582,12,10
2110917499,10,9
2121406145,9,8
2131897187,12,11
2142643957,8,7
2153132603,11,9
2163658801,8,8
2174271770,11,10
2184876822,7,6
2195652864,14,12
2206417760,10,9
2217104062,11,10
2227826822,7,7
2238513645,13,11
2249294947,10,9
2259759947,8,7
2270347916,9,8
2281280989,12,11
2291578853,11,9
2301965155,7,7
2312273332,12,10
2322543905,11,10
2332937707,7,7
2343201978,12,10
2353605312,8,7
2364043332,11,10
2374479687,7,7
2384910989,12,10
2395361926,11,10
2405860989,8,7
2416341301,11,10
2426857812,11,10
2437337551,8,7
2447624009,12,10
2458261301,7,7
2468845051,11,10
2480330364,12,11
2490712239,8,7
2501205520,11,10
2511618801,8,7
2522386822,13,11
2532934999,12,11
2543329218,7,6
2554099478,12,11
2564525572,7,6
2575045676,12,10
2585786666,11,11
2596591249,8,6
2607133124,11,11
2617814270,12,10
2628968749,11,10
2639682447,8,7
2650291093,12,10
2660614686,11,10
2670921978,8,7
2681284218,11,10
2691628436,8,7
2702334843,11,10
2712983020,8,7
2723454113,12,10
2734127759,11,10
2744780468,10,9
2755171249,11,10
